,,X..Torque,Avg.Load.Factor,Blowby.Pressure,Coolant.Temp,EGT.RB2,Engine.Speed,IMT.LBF,IMT.LBM,IMT.LBR,IMT.RBF,IMT.RBM,IMT.RBR,Incline,Lube.Oil.Pressure,Post.Lube.Oil.Filter.Pressure,Pre.Lube.Oil.Filter.Pressure,Truck.Speed,
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',1,5,0.100000001,79,339.968811,1099.375,46,46,45,46,47,48,4.139999866,6.5,672,684,0,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,28,0.050000001,80,399.4375,1386,47,46,45,46,51,44,3.839999914,2,880,892,1,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',1,0,0.150000006,78,293.3125,1315.5,38,38,36,37,47,48,6.789999962,11,852,856,4,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',9,15,0.050000001,79,321.218811,1235.875,43,45,43,43,47,48,5.809999943,22.5,764,792,6,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',43,44,0,80,352.75,1674.625,47,47,45,47,47,48,7.710000038,20,948,972,8,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,46,0.050000001,79,281.5,1519.5,48,48,47,47,47,48,7.730000019,40.5,800,820,11,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,72,0.1,80,399.4375,1736,49,50,48,49,47,48,6.300000191,22.5,1000,1000,12,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',21,7,0.200000003,80,352.5625,1241.375,49,49,49,51,48,49,4.639999866,19,868,916,12,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',11,12,0.050000001,81,421.75,1229.625,55,54,54,55,57,53,3.619999886,21,796,792,12,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',58,40,0.150000006,80,353.125,1716.25,47,48,46,48,46,46,5.889999866,41,936,1000,13,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',21,28,0,80,395.6875,1254.625,48,45,43,44,47,48,4.03000021,18,788,812,14,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',6,28,0.100000001,79,419.968811,1647.875,42,38,40,40,47,48,5.579999924,29,968,956,14,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',11,12,0,80,360.625,1182.875,42,42,41,44,40,41,4.630000114,14,780,784,15,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',9,18,0,80,395.6875,1501.5,45,45,43,44,47,48,4.360000134,29,920,944,16,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',65,73,0.200000003,80,409.5625,1768,42,41,39,40,47,48,5.449999809,24.5,1000,1000,16,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',19,25,0.200000003,80,398.1875,1584.75,46,47,44,45,47,48,4.340000153,18,984,1000,16,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.050000001,80,344.1875,1672.5,45,45,43,46,42,43,5.320000172,9,1000,980,17,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',34,34,0.349999994,80,316.656189,1508.25,50,52,49,49,47,48,5.980000019,0,780,872,18,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',2,15,0.25,80,403,1450.625,46,48,47,48,47,48,5.889999866,18,852,880,18,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',13,10,0.200000003,79,432.75,1192.75,42,42,40,41,47,48,5.28000021,15.5,760,772,18,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',20,20,0.349999994,80,469.1875,1729.25,52,53,50,54,50,51,6.849999905,25,1000,1000,19,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',9,9,0.050000001,79,423.468811,1198.5,48,49,47,48,47,48,3.809999943,20,740,752,21,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',62,66,0.600000024,80,451.093811,1805.5,43,43,41,41,47,48,5.71999979,24.5,1000,1000,21,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',29,29,0.1,79,459.4375,1698.125,46,46,42,45,47,48,9.679999352,18,1000,1000,21,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',5,5,0.050000001,78,445.531189,1647.5,48,49,47,49,47,48,6.630000114,20,956,996,22,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',90,96,0.1,79,474,1901.375,48,49,46,47,47,48,10.68999958,6.5,1000,1000,22,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',39,44,0.349999994,79,431.656189,1685.375,48,39,36,37,47,48,6.079999924,36,936,956,22,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',54,60,0.449999988,78,491.3125,1692.625,50,49,49,51,47,49,8.729999542,18,1000,1000,22,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',33,44,0.050000001,80,476.5,1181.875,53,53,51,53,47,48,3.460000038,0,760,776,22,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.050000001,80,400.531189,1348.375,43,43,40,42,47,48,7.480000019,24.5,860,1000,24,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',33,45,0.150000006,81,454.25,1606.25,48,49,46,49,46,46,3.789999962,7,1000,948,27,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',51,40,0.050000001,79,471.656189,1758.125,53,53,51,53,47,48,5.099999905,15.5,1000,984,28,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',89,91,0.1,80,438.593811,1868.625,43,43,40,41,47,48,8.270000458,29,1000,1000,35,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',11,0,0.25,80,449.968811,1479.875,45,45,42,43,47,48,5.510000229,6.5,860,872,36,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',62,66,0.1,76,538.3125,1911,57,56,55,56,47,48,8.399999619,9,1000,1000,37,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',94,100,0.600000024,78,444.875,1862.625,47,48,45,47,47,44,8.429999352,36,1000,880,37,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',45,38,0.25,80,518.875,1452.25,51,52,49,50,47,48,3.900000095,29,876,840,37,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',64,80,0,81,498.8125,1516.75,51,50,49,51,49,49,5.670000076,40,920,1000,40,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',24,0,0.100000001,80,469.4375,1349.5,56,56,55,56,47,48,5.099999905,27,828,972,41,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',89,92,0.25,80,525.8125,1880.375,57,58,56,55,47,48,9.300000191,9,1000,1000,41,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',76,89,0.1,82,551.875,1774,52,50,51,53,49,52,5.130000114,37,1000,1000,44,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',86,89,0.600000024,80,517.75,1902.375,47,47,47,46,47,48,7.989999771,24.5,1000,1000,47,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',10,14,0,80,403,1298.25,50,50,48,50,47,48,6.409999847,18,812,832,48,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',3,0,0.050000001,80,472.75,1629.875,51,51,50,51,47,48,6.190000057,20,976,1000,49,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',1,1,0.150000006,82,374.4375,1207,50,51,50,52,50,51,6.489999771,0,824,844,0,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',5,9,0.349999994,77,318,1206.125,46,45,47,47,48,45,4.440000057,33,792,800,1,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.200000003,78,383.031189,1177.625,40,39,38,38,47,48,4.519999981,22.5,760,820,1,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',7,8,0.150000006,80,331.9375,1141.125,30,30,29,29,47,48,5.679999828,15.5,772,824,2,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',6,55,0,75,299.156189,822,46,46,45,46,47,48,6.980000019,4.5,488,484,5,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.100000001,80,335.8125,1233.875,48,49,49,51,47,48,3.5,6,776,796,6,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',13,18,0,80,400.531189,1158.625,50,51,49,50,47,48,10.31000042,15.5,768,736,7,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',6,30,0,80,307.218811,1234.875,35,34,33,33,47,48,6.460000038,22.5,848,844,7,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,1,0.150000006,78,281.5,1185.25,39,39,35,38,47,48,8.149999619,20,788,848,10,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.150000006,78,286.093811,1412.875,42,42,40,41,47,48,8.869999886,2,776,796,11,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',52,59,0.349999994,74,403,1726.5,48,49,47,48,47,48,8.069999695,20,1000,1000,13,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,5,0.100000001,80,318.25,1193.75,47,47,48,50,46,48,6.28000021,20,840,840,16,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',2,5,0,78,374.968811,1470.875,51,53,50,51,47,48,5.96999979,18,888,904,16,);
